-8.779063e+00 -1.087518e+01
-7.985974e+00 6.096523e+00
-6.608946e+00 7.840226e+00
-5.666826e+00 -8.133192e+00
7.710785e+00 9.976130e-01
-9.891861e+00 -5.004430e+00
6.766276e+00 4.129337e-01
-9.732277e+00 3.056057e+00
5.108112e+00 -5.903698e+00
7.521129e+00 -1.126524e+00
1.208788e+00 6.700362e+00
7.804040e+00 -1.654157e-01
8.570864e+00 -1.336667e+00
6.457033e+00 1.545296e+00
-5.566307e+00 2.062641e+00
4.693835e+00 5.231143e+00
-7.654544e+00 2.445535e+00
-8.391006e+00 8.799729e+00
-7.868150e+00 -9.991002e+00
-4.814057e+00 -1.028524e+01
-9.307463e+00 -7.622526e+00
-6.621869e+00 -7.242150e+00
1.086480e+01 -6.337790e+00
-1.050359e+01 1.825588e-01
4.659231e+00 -2.295647e-01
1.052609e+01 2.399712e+00
-8.700369e+00 -1.632564e+00
9.222032e+00 -7.018163e+00
7.102928e+00 -2.314635e+00
1.101830e+01 3.441443e+00
-5.983720e+00 6.169944e+00
5.698650e+00 -3.296559e+00
-8.731781e+00 2.749648e+00
7.373174e+00 3.317172e+00
-4.027223e-01 4.761901e+00
9.610254e+00 8.132161e+00
-8.964314e+00 -8.634483e+00
-2.842052e+00 -8.708877e+00
-6.715988e+00 -9.325982e+00
-1.017229e+01 6.290775e+00
-3.770511e+00 -6.948636e+00
-9.084536e+00 -3.807375e+00
-6.718062e+00 1.067220e+01
-6.040607e+00 9.134703e+00
1.111680e+01 -7.853196e+00
8.705248e+00 1.785841e+00
1.087881e+01 1.418204e+00
-9.515157e+00 1.974236e+00
1.034956e+01 -2.799913e+00
-7.292418e+00 3.445927e+00
3.826700e+00 2.009176e+00
-7.624600e+00 -1.412721e+00
6.297680e+00 2.511310e+00
9.958757e+00 4.877180e+00
4.074242e+00 3.144809e+00
-5.536286e+00 9.992669e-01
-1.039119e+01 7.500851e+00
-4.356235e+00 3.354110e+00
-6.418212e+00 4.064447e+00
-5.363574e+00 7.037302e+00
9.698519e+00 -9.288947e+00
6.579043e+00 -1.086842e+01
-1.072784e+01 -5.620524e+00
-3.737851e+00 -7.995642e+00
