0 3.974765e+02 4.608000e-01 3.979373e+02 1.030883e+00 
10 2.965799e+02 1.014520e+02 3.980320e+02 3.771845e+00 
20 2.111455e+02 1.870082e+02 3.981537e+02 5.667874e+00 
30 2.489903e+02 1.491028e+02 3.980930e+02 5.051325e+00 
40 2.584873e+02 1.395831e+02 3.980703e+02 4.783429e+00 
50 2.573245e+02 1.407770e+02 3.981015e+02 4.740425e+00 
60 2.563686e+02 1.417151e+02 3.980837e+02 4.771463e+00 
70 2.556655e+02 1.424368e+02 3.981023e+02 4.761332e+00 
80 2.617059e+02 1.363650e+02 3.980708e+02 4.599125e+00 
90 2.583074e+02 1.397808e+02 3.980882e+02 4.599351e+00 
100 2.615459e+02 1.365158e+02 3.980617e+02 4.585094e+00 
110 2.547363e+02 1.433420e+02 3.980783e+02 4.732661e+00 
120 2.538208e+02 1.442450e+02 3.980658e+02 4.734874e+00 
130 2.550906e+02 1.429921e+02 3.980827e+02 4.699199e+00 
140 2.567251e+02 1.413280e+02 3.980531e+02 4.688540e+00 
150 2.393014e+02 1.587989e+02 3.981003e+02 4.986796e+00 
160 2.447544e+02 1.533244e+02 3.980788e+02 4.897680e+00 
170 2.531201e+02 1.449290e+02 3.980491e+02 4.759906e+00 
180 2.506025e+02 1.474635e+02 3.980660e+02 4.724425e+00 
190 2.578477e+02 1.402497e+02 3.980974e+02 4.546714e+00 
200 2.729936e+02 1.250401e+02 3.980337e+02 4.301949e+00 
210 2.652371e+02 1.327809e+02 3.980180e+02 4.429636e+00 
220 2.572182e+02 1.408422e+02 3.980604e+02 4.568051e+00 
230 2.604791e+02 1.375811e+02 3.980602e+02 4.540194e+00 
240 2.697326e+02 1.283317e+02 3.980643e+02 4.323411e+00 
250 2.668123e+02 1.312288e+02 3.980411e+02 4.385751e+00 
260 2.642282e+02 1.338424e+02 3.980706e+02 4.406729e+00 
270 2.659782e+02 1.320751e+02 3.980533e+02 4.431083e+00 
280 2.499188e+02 1.481860e+02 3.981048e+02 4.711938e+00 
290 2.668431e+02 1.312000e+02 3.980431e+02 4.459623e+00 
